codigo_ocorrencia;codigo_ocorrencia2;ocorrencia_classificacao;ocorrencia_cidade;ocorrencia_uf;ocorrencia_aerodromo;ocorrencia_dia;ocorrencia_hora;total_recomendacoes
78544;78544;INCIDENTE;JUNDIAÍ;SP;SBJD;20/02/2019;14:45:00;0
78549;78549;INCIDENTE;RIO DE JANEIRO;RJ;SBGL;20/02/2019;01:20:00;0
78557;78557;INCIDENTE GRAVE;CAARAPÓ;MS;****;21/02/2019;11:30:00;0
78556;78556;INCIDENTE;GOIÂNIA;GO;SBGO;22/02/2019;14:30:00;0
78548;78548;ACIDENTE;JACAREACANGA;PA;****;23/02/2019;15:46:00;0
78550;78550;ACIDENTE;SÃO DESIDÉRIO;BA;####;23/02/2019;11:05:00;1
78551;78551;ACIDENTE;BIRITIBA-MIRIM;SP;SDIH;23/02/2019;20:00:00;0
78552;78552;ACIDENTE;LONDRINA;PR;SSOK;23/02/2019;14:00:00;0
78553;78553;INCIDENTE;GUARULHOS;SP;SBGR;24/02/2019;18:58:00;0
78554;78554;INCIDENTE;GUARULHOS;SP;SBGR;24/02/2019;01:00:00;0
78560;78560;INCIDENTE;BELO HORIZONTE;MG;SBBH;27/02/2019;17:50:00;0
78562;78562;INCIDENTE;CAMPINAS;SP;SBKP;01/03/2019;14:35:00;0
78563;78563;INCIDENTE;RIBEIRÃO PRETO;SP;SBRP;02/03/2019;13:00:00;0
78568;78568;INCIDENTE;RIO DE JANEIRO;RJ;SBGL;02/03/2019;20:00:00;0
78571;78571;INCIDENTE;CAMPO LARGO;PR;****;02/03/2019;19:25:00;0
78564;78564;ACIDENTE;RIO DE JANEIRO;RJ;SBGL;03/03/2019;20:35:00;3
78575;78575;INCIDENTE GRAVE;QUIRINÓPOLIS;GO;SJQN;05/03/2019;16:15:00;0
78570;78570;INCIDENTE;RIBEIRÃO PRETO;SP;SBRP;06/03/2019;01:44:00;0
78572;78572;INCIDENTE GRAVE;NOVO PROGRESSO;PA;****;06/03/2019;20:40:00;0
78576;78576;INCIDENTE;SÃO JOSÉ DOS CAMPOS;SP;SBSJ;08/03/2019;18:00:00;0
78578;78578;INCIDENTE;BELO HORIZONTE;MG;SBBH;08/03/2019;20:29:00;0
78601;78601;INCIDENTE;RIO DE JANEIRO;RJ;SBJR;08/03/2019;21:37:00;0
79494;79494;ACIDENTE;LUIZ ALVES;SC;****;08/03/2019;11:40:00;0
78579;78579;ACIDENTE;AQUIRAZ;CE;****;09/03/2019;17:40:00;0
78580;78580;INCIDENTE;GUARULHOS;SP;****;09/03/2019;10:40:00;0
78583;78583;INCIDENTE;CAMPINAS;SP;SBKP;09/03/2019;02:30:00;0
78587;78587;ACIDENTE;VILA NOVA DOS MARTÍRIOS;MA;****;09/03/2019;19:40:00;0
78582;78582;ACIDENTE;RIO PARDO;RS;****;11/03/2019;09:45:00;0
78585;78585;INCIDENTE;UBERABA;MG;****;11/03/2019;16:36:00;0
78586;78586;INCIDENTE;CURITIBA;PR;SBBI;12/03/2019;15:00:00;0
78589;78589;INCIDENTE;CAMPINAS;SP;SBKP;12/03/2019;22:57:00;0
78590;78590;INCIDENTE GRAVE;CAMPINAS;SP;SBKP;12/03/2019;22:30:00;3
78588;78588;INCIDENTE;GUARULHOS;SP;SBGR;13/03/2019;09:47:00;0
78591;78591;INCIDENTE;BARREIRAS;BA;SNBR;14/03/2019;18:17:00;0
78593;78593;INCIDENTE;BRASÍLIA;DF;SBBR;15/03/2019;14:10:00;0
78596;78596;INCIDENTE;COARI;AM;****;16/03/2019;12:55:00;0
78597;78597;INCIDENTE;BRASÍLIA;DF;****;16/03/2019;22:10:00;0
78603;78603;INCIDENTE;SÃO JOSÉ DOS PINHAIS;PR;SBCT;16/03/2019;03:20:00;0
78624;78624;INCIDENTE;PONTA PORÃ;MS;SBPP;17/03/2019;18:14:00;0
78616;78616;ACIDENTE;CAMPINA VERDE;MG;SNCV;18/03/2019;20:00:00;0
78599;78599;INCIDENTE GRAVE;TUPACIGUARA;MG;****;19/03/2019;15:21:00;0
78604;78604;INCIDENTE;SÃO JOSÉ DOS PINHAIS;PR;SBCT;20/03/2019;21:20:00;0
78605;78605;ACIDENTE;CAIABU;SP;SDQG;21/03/2019;20:00:00;0
78608;78608;ACIDENTE;SANTA INÊS;MA;SJBY;21/03/2019;11:20:00;0
78623;78623;INCIDENTE;NAVEGANTES;SC;SBNF;21/03/2019;14:59:00;0
78607;78607;ACIDENTE;MATÃO;SP;****;22/03/2019;12:30:00;0
78609;78609;ACIDENTE;CAFEZAL DO SUL;PR;****;22/03/2019;11:40:00;1
78610;78610;ACIDENTE;BENTO GONÇALVES;RS;SSBG;23/03/2019;18:08:00;0
78612;78612;ACIDENTE;BIRITIBA-MIRIM;SP;SDIH;23/03/2019;15:30:00;1
78619;78619;ACIDENTE;MONTIVIDIU;GO;****;24/03/2019;17:00:00;0
78617;78617;ACIDENTE;NOVA ANDRADINA;MS;****;25/03/2019;11:00:00;0
78628;78628;INCIDENTE;GAVIÃO PEIXOTO;SP;SBGP;26/03/2019;12:45:00;0
78620;78620;ACIDENTE;BOM JESUS DOS PERDÕES;SP;****;27/03/2019;13:36:00;0
78645;78645;INCIDENTE;FRANCISCO BELTRÃO;PR;SSFB;27/03/2019;17:09:00;0
78627;78627;INCIDENTE GRAVE;GOIATUBA;GO;****;29/03/2019;20:00:00;0
78626;78626;ACIDENTE;GUAPÉ;MG;SWFV;30/03/2019;15:10:00;0
78638;78638;INCIDENTE GRAVE;BELO HORIZONTE;MG;SBPR;30/03/2019;18:15:00;0
78625;78625;INCIDENTE;BELO HORIZONTE;MG;SBBH;31/03/2019;17:43:00;0
78629;78629;ACIDENTE;CAMPINAS;SP;****;01/04/2019;02:47:00;0
78631;78631;INCIDENTE;SÃO JOSÉ DOS PINHAIS;PR;SBCT;02/04/2019;18:02:00;0
78637;78637;INCIDENTE;FORTALEZA;CE;SBFZ;02/04/2019;21:27:00;0
78632;78632;INCIDENTE;JUNDIAÍ;SP;SBJD;03/04/2019;13:40:00;0
78636;78636;INCIDENTE;CONFINS;MG;SBCF;03/04/2019;20:38:00;0
78635;78635;INCIDENTE;OURO FINO;MG;SNOF;04/04/2019;00:00:00;0
78653;78653;INCIDENTE GRAVE;CORUMBÁ;MS;****;05/04/2019;12:55:00;0
78640;78640;ACIDENTE;ABADIA DE GOIÁS;GO;****;07/04/2019;20:00:00;0
78641;78641;ACIDENTE;SANTA ISABEL;GO;****;08/04/2019;12:00:00;0
78643;78643;ACIDENTE;BELO HORIZONTE;MG;SBPR;10/04/2019;12:00:00;2
78651;78651;INCIDENTE;BRASÍLIA;DF;SBBR;10/04/2019;08:24:00;0
78655;78655;ACIDENTE;RIACHÃO DAS NEVES;BA;****;11/04/2019;20:30:00;0
78650;78650;INCIDENTE;UBATUBA;SP;SDUB;12/04/2019;15:20:00;0
78652;78652;INCIDENTE GRAVE;GOIÂNIA;GO;SWNV;12/04/2019;19:15:00;0
78657;78657;INCIDENTE GRAVE;PORECATU;PR;****;12/04/2019;19:06:00;0
78661;78661;ACIDENTE;ALMEIRIM;PA;****;12/04/2019;16:00:00;0
79456;79456;ACIDENTE;NOVO PROGRESSO;PA;SJNP;12/04/2019;09:58:00;0
78656;78656;ACIDENTE;BELO HORIZONTE;MG;SBPR;13/04/2019;18:00:00;0
78662;78662;INCIDENTE;SÃO PAULO;SP;SBMT;15/04/2019;18:30:00;0
79064;79064;INCIDENTE GRAVE;GOIÂNIA;GO;SBGO;15/04/2019;09:35:00;0
78665;78665;INCIDENTE;CARAUARI;AM;SWCA;16/04/2019;14:52:00;0
78669;78669;INCIDENTE;PORTO ALEGRE;RS;SBPA;17/04/2019;13:34:00;0
78673;78673;INCIDENTE;SÃO PAULO;SP;SBMT;18/04/2019;15:40:00;0
78674;78674;INCIDENTE;SÃO JOSÉ DO RIO PRETO;SP;SBSR;18/04/2019;18:50:00;0
78799;78799;INCIDENTE GRAVE;CABO FRIO;RJ;****;18/04/2019;21:09:00;0
79061;79061;ACIDENTE;COARI;AM;****;19/04/2019;13:00:00;0
79066;79066;INCIDENTE GRAVE;GOIÂNIA;GO;****;19/04/2019;12:35:00;0
78684;78684;INCIDENTE;GUARULHOS;SP;SBGR;20/04/2019;14:24:00;0
79063;79063;INCIDENTE GRAVE;JAPERI;RJ;****;20/04/2019;19:23:00;0
78683;78683;INCIDENTE;GUARULHOS;SP;SBGR;21/04/2019;10:05:00;0
78699;78699;INCIDENTE;CAMPO NOVO DO PARECIS;MT;****;23/04/2019;16:40:00;0
79086;79086;INCIDENTE;SÃO PAULO;SP;SBGR;23/04/2019;01:00:00;0
78697;78697;INCIDENTE;SÃO PAULO;SP;SBMT;24/04/2019;13:29:00;0
78703;78703;ACIDENTE;RIBEIRÃO DAS NEVES;MG;****;24/04/2019;19:20:00;0
78707;78707;INCIDENTE GRAVE;VITÓRIA DA CONQUISTA;BA;****;26/04/2019;15:15:00;0
78710;78710;ACIDENTE;PARAGOMINAS;PA;****;26/04/2019;15:40:00;0
78713;78713;INCIDENTE;MANAUS;AM;SBEG;28/04/2019;17:18:00;0
78714;78714;ACIDENTE;PORTO BELO;SC;SDEN;28/04/2019;13:05:00;0
78830;78830;ACIDENTE;ESPIGÃO D'OESTE;RO;*****;28/04/2019;15:30:00;0
78715;78715;ACIDENTE;AMAPORÃ;PR;****;29/04/2019;19:15:00;0
78716;78716;INCIDENTE;SÃO PAULO;SP;SBGR;30/04/2019;21:03:00;0
78717;78717;ACIDENTE;VISCONDE DO RIO BRANCO;MG;****;01/05/2019;19:45:00;0
78718;78718;INCIDENTE;RECIFE;PE;SBRF;02/05/2019;10:01:00;0
78719;78719;INCIDENTE;RIO DE JANEIRO;RJ;SBJR;03/05/2019;16:15:00;0
78812;78812;ACIDENTE;CONCÓRDIA;SC;SSCK;03/05/2019;21:45:00;0
78813;78813;ACIDENTE;VILA RICA;MT;SWVC;03/05/2019;11:30:00;0
78814;78814;INCIDENTE;CAMPOS DOS GOYTACAZES;RJ;SBCP;03/05/2019;10:15:00;0
78810;78810;INCIDENTE;GUARULHOS;SP;SBGR;04/05/2019;21:00:00;0
78811;78811;INCIDENTE GRAVE;ITAQUIRAÍ;MS;****;04/05/2019;20:30:00;0
78797;78797;INCIDENTE;CONFINS;MG;SBCF;05/05/2019;20:21:00;0
78798;78798;INCIDENTE;RIO BRANCO;AC;SBRB;05/05/2019;23:45:00;0
78796;78796;ACIDENTE;NOVO ARIPUANÃ;AM;****;06/05/2019;15:00:00;0
78733;78733;INCIDENTE;RIBEIRÃO PRETO;SP;SBRP;07/05/2019;00:55:00;0
78795;78795;INCIDENTE;MATA DE SÃO JOÃO;BA;SNME;07/05/2019;17:10:00;0
78732;78732;ACIDENTE;SÃO JOÃO DEL REI;MG;****;08/05/2019;15:05:00;0
78728;78728;ACIDENTE;PARANAÍBA;MS;****;09/05/2019;12:30:00;0
78730;78730;ACIDENTE;PEROLÂNDIA;GO;****;09/05/2019;20:30:00;0
78731;78731;INCIDENTE;CURITIBA;PR;SBBI;09/05/2019;22:37:00;0
78727;78727;INCIDENTE GRAVE;PRIMAVERA DO LESTE;MT;SWPY;10/05/2019;15:30:00;0
78828;78828;INCIDENTE GRAVE;JEQUIÉ;BA;SNJK;12/05/2019;20:40:00;0
78724;78724;INCIDENTE;CAMPOS DOS GOYTACAZES;RJ;SBFS;14/05/2019;22:15:00;0
78725;78725;INCIDENTE GRAVE;ÁGUA BOA;MT;SWHP;14/05/2019;18:10:00;0
78726;78726;INCIDENTE GRAVE;SANTA RITA;PB;****;14/05/2019;20:02:00;0
78722;78722;ACIDENTE;CAMPO GRANDE;MS;****;15/05/2019;10:05:00;0
78723;78723;INCIDENTE;MANAUS;AM;SBEG;15/05/2019;02:30:00;0
78712;78712;ACIDENTE;CANARANA;MT;SJBH;16/05/2019;10:00:00;0
78720;78720;INCIDENTE;CURITIBA;PR;SBBI;16/05/2019;14:14:00;0
78721;78721;INCIDENTE;MARABÁ;PA;SBMA;16/05/2019;13:29:00;0
78709;78709;ACIDENTE;BELÉM;PA;****;18/05/2019;15:50:00;0
78711;78711;INCIDENTE GRAVE;LUZIÂNIA;GO;****;18/05/2019;17:00:00;0
78708;78708;INCIDENTE;RIO DE JANEIRO;RJ;SBGL;19/05/2019;05:09:00;0
78702;78702;INCIDENTE;GUARULHOS;SP;****;20/05/2019;22:06:00;0
78704;78704;INCIDENTE;GUARULHOS;SP;SBGR;20/05/2019;19:25:00;0
78706;78706;INCIDENTE;SALVADOR;BA;SBSV;20/05/2019;10:28:00;0
78700;78700;INCIDENTE;BELO HORIZONTE;MG;****;22/05/2019;14:20:00;0
78701;78701;INCIDENTE GRAVE;GOIÂNIA;GO;****;22/05/2019;14:00:00;0
78698;78698;INCIDENTE;BELO HORIZONTE;MG;SBPR;23/05/2019;15:40:00;0
78696;78696;INCIDENTE;BELO HORIZONTE;MG;SBPR;26/05/2019;14:00:00;0
78695;78695;ACIDENTE;ESTÂNCIA;SE;****;27/05/2019;15:30:00;4
79067;79067;INCIDENTE GRAVE;RIBEIRÃO PRETO;SP;****;27/05/2019;11:42:00;0
79060;79060;ACIDENTE;SORRISO;MT;****;28/05/2019;10:30:00;0
79062;79062;INCIDENTE GRAVE;GUARANTÃ DO NORTE;MT;*****;29/05/2019;13:00:00;0
78735;78735;ACIDENTE;CAMPO MOURÃO;PR;****;06/06/2019;13:05:00;0
78855;78855;INCIDENTE GRAVE;BELO HORIZONTE;MG;*****;07/06/2019;15:57:00;0
78737;78737;ACIDENTE;CASCAVEL;PR;****;08/06/2019;20:25:00;0
78738;78738;ACIDENTE;IRANDUBA;AM;****;08/06/2019;16:45:00;0
79059;79059;ACIDENTE;VIAMÃO;RS;****;09/06/2019;19:00:00;0
78741;78741;INCIDENTE GRAVE;CAMPO GRANDE;MS;SSKG;12/06/2019;19:00:00;0
78740;78740;ACIDENTE;MANAUS;AM;SBEG;15/06/2019;16:10:00;0
78743;78743;ACIDENTE;LAGES;SC;SBLJ;18/06/2019;14:53:00;0
78744;78744;ACIDENTE;ITABORAÍ;RJ;****;22/06/2019;12:45:00;0
78746;78746;ACIDENTE;IBIRÁ;SP;SWYV;22/06/2019;18:00:00;0
78856;78856;INCIDENTE;CAMPINAS;SP;SBKP;23/06/2019;15:40:00;0
78747;78747;ACIDENTE;PARÁ DE MINAS;MG;****;25/06/2019;19:00:00;0
78748;78748;ACIDENTE;ITAITUBA;PA;SBIH;26/06/2019;14:50:00;0
78749;78749;ACIDENTE;CAMOCIM;CE;SNWC;27/06/2019;14:30:00;0
78857;78857;INCIDENTE;FLORIANÓPOLIS;SC;*****;28/06/2019;23:01:00;0
78858;78858;INCIDENTE;CAMPOS DOS GOYTACAZES;RJ;*****;28/06/2019;15:15:00;0
78750;78750;ACIDENTE;CANELA;RS;SSCN;29/06/2019;14:20:00;0
78751;78751;ACIDENTE;ALTA FLORESTA;MT;SWEN;30/06/2019;18:30:00;0
78859;78859;INCIDENTE;SÃO PAULO;SP;SSUB;30/06/2019;19:45:00;0
78752;78752;ACIDENTE;SANTA RITA DO PARDO;MS;****;02/07/2019;16:00:00;0
78860;78860;INCIDENTE;CUIABÁ;MT;*****;03/07/2019;15:00:00;0
78861;78861;INCIDENTE GRAVE;PACAJUS;CE;*****;03/07/2019;10:30:00;0
78862;78862;INCIDENTE;SÃO PAULO;SP;SBSP;03/07/2019;18:43:00;0
78863;78863;INCIDENTE;CAMPOS DOS GOYTACAZES;RJ;*****;05/07/2019;14:53:00;0
78864;78864;INCIDENTE;RIO BRANCO;AC;*****;05/07/2019;13:10:00;0
78865;78865;INCIDENTE;BRASÍLIA;DF;SBBR;05/07/2019;13:57:00;0
78866;78866;INCIDENTE;RIO DE JANEIRO;RJ;*****;05/07/2019;00:14:00;0
78753;78753;INCIDENTE GRAVE;CAMPO GRANDE;MS;SBCG;06/07/2019;14:35:00;0
78867;78867;INCIDENTE;IRACEMA;RR;*****;06/07/2019;00:00:00;0
78754;78754;ACIDENTE;CAROEBE;RR;****;07/07/2019;14:00:00;0
78868;78868;INCIDENTE;VITÓRIA;ES;*****;07/07/2019;12:00:00;0
78755;78755;ACIDENTE;ITAITUBA;PA;****;09/07/2019;17:00:00;0
78869;78869;INCIDENTE;SALVADOR;BA;SBSV;09/07/2019;22:00:00;0
78756;78756;ACIDENTE;PARANATINGA;MT;****;10/07/2019;14:30:00;0
78757;78757;ACIDENTE;ATIBAIA;SP;SBMT;12/07/2019;17:15:00;0
78758;78758;ACIDENTE;RIBEIRÃO PRETO;SP;SBRP;14/07/2019;13:55:00;0
78870;78870;INCIDENTE GRAVE;ITAPORANGA D'AJUDA;SE;*****;16/07/2019;18:05:00;0
79088;79088;INCIDENTE;VITÓRIA;ES;SBVT;17/07/2019;01:03:00;0
78759;78759;ACIDENTE;OROCÓ;PE;****;18/07/2019;20:30:00;0
78872;78872;INCIDENTE;BRASÍLIA;DF;*****;18/07/2019;01:00:00;0
78760;78760;ACIDENTE;AMERICANA;SP;SDAI;20/07/2019;14:30:00;0
79593;79593;INCIDENTE;SANTO ANTÔNIO DA PLATINA;PR;*****;20/07/2019;11:00:00;0
78761;78761;ACIDENTE;ATIBAIA;SP;SDTB;21/07/2019;14:00:00;0
78762;78762;ACIDENTE;BRAGANÇA PAULISTA;SP;SDVH;21/07/2019;20:00:00;0
78873;78873;INCIDENTE;SÃO JOSÉ DOS CAMPOS;SP;SBSJ;22/07/2019;15:07:00;0
78763;78763;ACIDENTE;IPIXUNA;AM;****;23/07/2019;21:30:00;0
78764;78764;ACIDENTE;COARI;AM;****;23/07/2019;22:15:00;0
79085;79085;INCIDENTE;RIO DE JANEIRO;RJ;****;24/07/2019;22:45:00;0
78765;78765;ACIDENTE;AUTAZES;AM;****;25/07/2019;11:20:00;0
78874;78874;INCIDENTE;RIO DE JANEIRO;RJ;SBGL;25/07/2019;11:19:00;0
78766;78766;ACIDENTE;CRUZEIRO DO SUL;AC;SBCZ;26/07/2019;21:40:00;1
78875;78875;INCIDENTE;PORTO ALEGRE;RS;*****;26/07/2019;07:45:00;0
78767;78767;ACIDENTE;ITAITUBA;PA;****;27/07/2019;19:00:00;0
78768;78768;ACIDENTE;BRAGANÇA PAULISTA;SP;SDVH;27/07/2019;13:45:00;0
78876;78876;INCIDENTE;SÃO PAULO;SP;*****;27/07/2019;23:15:00;0
78877;78877;INCIDENTE GRAVE;JACUPIRANGA;SP;*****;27/07/2019;14:25:00;0
78878;78878;INCIDENTE;CARAUARI;AM;*****;28/07/2019;17:41:00;0
78879;78879;INCIDENTE;CASCAVEL;PR;SBCA;28/07/2019;20:00:00;0
78880;78880;INCIDENTE;RECIFE;PE;SBRF;31/07/2019;13:50:00;0
78881;78881;INCIDENTE GRAVE;FELIXLÂNDIA;MG;*****;31/07/2019;09:00:00;0
78882;78882;INCIDENTE GRAVE;JAGUARÉ;ES;*****;01/08/2019;12:30:00;0
78883;78883;INCIDENTE;SÃO PAULO;SP;*****;03/08/2019;17:30:00;0
78884;78884;INCIDENTE;BOITUVA;SP;SDCO;03/08/2019;21:09:00;0
78769;78769;ACIDENTE;ORIXIMINÁ;PA;****;04/08/2019;17:30:00;0
78885;78885;INCIDENTE;CAMPINAS;SP;*****;04/08/2019;16:08:00;0
78886;78886;INCIDENTE;JUNDIAÍ;SP;SBJD;05/08/2019;19:28:00;0
78887;78887;INCIDENTE;RECIFE;PE;*****;05/08/2019;12:10:00;0
78888;78888;INCIDENTE;FLORIANÓPOLIS;SC;*****;06/08/2019;13:06:00;0
78770;78770;ACIDENTE;MANAUS;AM;SWFN;07/08/2019;14:10:00;0
78889;78889;INCIDENTE GRAVE;LAVRAS;MG;*****;07/08/2019;16:19:00;0
78890;78890;INCIDENTE;GOIÂNIA;GO;*****;07/08/2019;14:20:00;0
78891;78891;INCIDENTE;NAVEGANTES;SC;*****;07/08/2019;18:50:00;0
78892;78892;INCIDENTE;CONFINS;MG;*****;07/08/2019;08:37:00;0
78893;78893;INCIDENTE;CUIABÁ;MT;SBCY;07/08/2019;22:00:00;0
78894;78894;INCIDENTE;CANELA;RS;SSCN;07/08/2019;16:55:00;0
78771;78771;INCIDENTE GRAVE;TERESINA;PI;SBTE;08/08/2019;20:40:00;0
78895;78895;INCIDENTE;SÃO PAULO;SP;SBSP;08/08/2019;17:45:00;0
78896;78896;INCIDENTE;PORTO BELO;SC;SDEN;08/08/2019;12:15:00;0
79665;79665;INCIDENTE GRAVE;TERESINA;PI;****;08/08/2019;20:40:00;2
78897;78897;INCIDENTE;CAMPO GRANDE;MS;SBCG;09/08/2019;14:00:00;0
78898;78898;INCIDENTE GRAVE;UBATUBA;SP;SDUB;09/08/2019;12:35:00;0
78899;78899;INCIDENTE;CONFINS;MG;*****;10/08/2019;14:29:00;0
78772;78772;ACIDENTE;ITAITUBA;PA;****;11/08/2019;17:00:00;0
78900;78900;INCIDENTE GRAVE;CABREÚVA;SP;*****;11/08/2019;12:40:00;0
78901;78901;INCIDENTE;SÃO PAULO;SP;SBMT;12/08/2019;14:49:00;0
78902;78902;INCIDENTE GRAVE;IMPERATRIZ;MA;SBIZ;14/08/2019;02:25:00;0
78903;78903;INCIDENTE;CAMPINAS;SP;SBKP;15/08/2019;04:47:00;0
78773;78773;ACIDENTE;PIRAQUARA;PR;SISY;17/08/2019;12:00:00;0
78904;78904;INCIDENTE;PORTO VELHO;RO;SBPV;18/08/2019;18:43:00;0
78905;78905;INCIDENTE;MACAPÁ;AP;SBMQ;19/08/2019;19:16:00;0
78906;78906;INCIDENTE;BARCELOS;AM;*****;19/08/2019;12:30:00;0
78907;78907;INCIDENTE;FLORIANÓPOLIS;SC;SBFL;19/08/2019;09:20:00;0
78774;78774;ACIDENTE;EUNÁPOLIS;BA;****;20/08/2019;18:00:00;4
78775;78775;ACIDENTE;SINOP;MT;****;20/08/2019;20:35:00;0
78908;78908;INCIDENTE;SALVADOR;BA;*****;21/08/2019;12:00:00;0
78909;78909;INCIDENTE;MANGARATIBA;RJ;*****;21/08/2019;17:30:00;0
78911;78911;INCIDENTE;CONFINS;MG;*****;22/08/2019;00:12:00;0
78910;78910;INCIDENTE;RIO DE JANEIRO;RJ;*****;23/08/2019;01:00:00;0
78913;78913;INCIDENTE;RECIFE;PE;*****;24/08/2019;03:22:00;0
78776;78776;ACIDENTE;BURITI ALEGRE;GO;****;25/08/2019;00:30:00;0
78912;78912;INCIDENTE GRAVE;BRAGANÇA PAULISTA;SP;SDVH;25/08/2019;20:50:00;0
78914;78914;INCIDENTE GRAVE;GARIBALDI;RS;SSGA;25/08/2019;12:00:00;0
78915;78915;INCIDENTE;BRASÍLIA;DF;SBBR;25/08/2019;02:06:00;0
78916;78916;INCIDENTE;BRASÍLIA;DF;*****;27/08/2019;21:15:00;0
78917;78917;INCIDENTE;CAMPINAS;SP;*****;27/08/2019;12:10:00;0
78918;78918;INCIDENTE;CAMPINAS;SP;*****;27/08/2019;03:23:00;0
78919;78919;INCIDENTE;CAMPO GRANDE;MS;SBCG;29/08/2019;14:10:00;0
79106;79106;ACIDENTE;RONDONÓPOLIS;MT;****;29/08/2019;12:00:00;0
78920;78920;INCIDENTE;BELO HORIZONTE;MG;*****;30/08/2019;10:45:00;0
78921;78921;INCIDENTE;JUAZEIRO DO NORTE;CE;SBJU;02/09/2019;08:00:00;0
79105;79105;ACIDENTE;CAMPO DO TENENTE;PR;****;02/09/2019;17:10:00;0
78922;78922;INCIDENTE;RIO DE JANEIRO;RJ;*****;03/09/2019;22:59:00;0
78923;78923;INCIDENTE GRAVE;CANUTAMA;AM;*****;03/09/2019;14:00:00;0
78924;78924;INCIDENTE;RIO DE JANEIRO;RJ;*****;03/09/2019;12:23:00;0
78777;78777;ACIDENTE;PIEDADE;SP;****;04/09/2019;18:30:00;0
78778;78778;ACIDENTE;ITAITUBA;PA;****;04/09/2019;18:30:00;0
78779;78779;ACIDENTE;RIO GRANDE;RS;****;05/09/2019;10:50:00;0
78927;78927;INCIDENTE;TERESINA;PI;*****;05/09/2019;00:25:00;0
78925;78925;INCIDENTE;BELÉM;PA;*****;06/09/2019;11:39:00;0
78926;78926;INCIDENTE;SINOP;MT;*****;06/09/2019;14:27:00;0
78780;78780;ACIDENTE;ATIBAIA;SP;SDTB;07/09/2019;20:00:00;0
78781;78781;ACIDENTE;ITAGUARA;MG;****;07/09/2019;20:02:00;0
78782;78782;ACIDENTE;IVINHEMA;MS;****;08/09/2019;17:45:00;0
78928;78928;INCIDENTE;RIO DE JANEIRO;RJ;SBJR;08/09/2019;15:10:00;0
78929;78929;INCIDENTE;PORTO ESPERIDIÃO;MT;SWEW;10/09/2019;16:10:00;0
78930;78930;INCIDENTE;SÃO PAULO;SP;SBMT;10/09/2019;20:01:00;0
79087;79087;INCIDENTE;GUARULHOS;SP;SBGR;11/09/2019;03:09:00;0
78932;78932;INCIDENTE GRAVE;ESMERALDAS;MG;*****;12/09/2019;20:00:00;0
78783;78783;ACIDENTE;RIO VERDE;GO;****;13/09/2019;17:00:00;0
78933;78933;INCIDENTE GRAVE;TRINDADE;GO;*****;13/09/2019;19:40:00;0
78784;78784;INCIDENTE GRAVE;ITAITUBA;PA;SBIH;16/09/2019;20:30:00;0
78785;78785;ACIDENTE;MANAUS;AM;SBEG;16/09/2019;16:26:00;0
78786;78786;ACIDENTE;GUARANTÃ DO NORTE;MT;****;16/09/2019;22:12:00;0
78934;78934;INCIDENTE;SÃO PAULO;SP;SBMT;16/09/2019;10:10:00;0
78935;78935;INCIDENTE GRAVE;PIEDADE;SP;*****;16/09/2019;17:19:00;0
78936;78936;INCIDENTE;CAMPO GRANDE;MS;*****;18/09/2019;13:13:00;0
78937;78937;INCIDENTE GRAVE;AQUIDAUANA;MS;*****;18/09/2019;21:00:00;0
78938;78938;INCIDENTE;RIO DE JANEIRO;RJ;SDCO;19/09/2019;18:08:00;0
78939;78939;INCIDENTE;UBERLÂNDIA;MG;*****;19/09/2019;15:21:00;0
78940;78940;INCIDENTE GRAVE;PORTO WALTER;AC;*****;20/09/2019;15:00:00;0
78941;78941;INCIDENTE;CANTAGALO;RJ;*****;21/09/2019;12:00:00;0
79123;79123;ACIDENTE;ANTONINA;PR;****;21/09/2019;18:30:00;0
78942;78942;INCIDENTE;GUARULHOS;SP;*****;22/09/2019;23:48:00;0
78943;78943;INCIDENTE;SANTA MARIA;RS;*****;22/09/2019;17:30:00;0
78944;78944;INCIDENTE;CURITIBA;PR;*****;22/09/2019;00:00:00;0
78945;78945;INCIDENTE GRAVE;NÃO IDENTIFICADA;AC;SIMB;23/09/2019;15:30:00;0
78946;78946;INCIDENTE;ELDORADO DO SUL;RS;*****;24/09/2019;18:30:00;0
78947;78947;INCIDENTE;OROCÓ;PE;*****;25/09/2019;14:30:00;0
78948;78948;INCIDENTE GRAVE;MARECHAL THAUMATURGO;AC;*****;25/09/2019;17:25:00;0
78951;78951;INCIDENTE;CAMPINAS;SP;*****;25/09/2019;02:53:00;0
78787;78787;ACIDENTE;IVATÉ;PR;****;26/09/2019;13:00:00;0
78949;78949;INCIDENTE GRAVE;GUARAPUAVA;PR;*****;26/09/2019;15:28:00;0
78950;78950;INCIDENTE;MARINGÁ;PR;*****;26/09/2019;00:14:00;0
78952;78952;INCIDENTE;ARAÇATUBA;SP;*****;28/09/2019;15:50:00;0
78788;78788;ACIDENTE;APUÍ;AM;****;29/09/2019;15:00:00;0
78953;78953;INCIDENTE;BRAGANÇA PAULISTA;SP;SBBP;29/09/2019;13:15:00;0
78954;78954;INCIDENTE;CUIABÁ;MT;*****;29/09/2019;02:47:00;0
78789;78789;ACIDENTE;IPAUSSU;SP;****;30/09/2019;20:00:00;0
78955;78955;INCIDENTE;BELO HORIZONTE;MG;*****;30/09/2019;19:34:00;0
